quartier,distance_transport_m,est_metro_proche
Saint-Cyprien / Empalot,174.0,0
Rangueil / Saouzelong,173.1,0
Borderouge / Bagatelle,205.2,0
Borderouge / Bagatelle,130.4,0
Côte Pavée / Jolimont,95.7,0
Côte Pavée / Jolimont,95.7,0
Côte Pavée / Jolimont,95.7,0
Côte Pavée / Jolimont,95.7,0
Côte Pavée / Jolimont,95.7,0
Croix-Daurade / Minimes,196.9,0
Capitole / Carmes,163.2,0
Rangueil / Saouzelong,116.1,0
Croix-Daurade / Minimes,96.2,0
Capitole / Carmes,99.4,0
Croix-Daurade / Minimes,24.9,1
Côte Pavée / Jolimont,228.2,0
Croix-Daurade / Minimes,103.0,0
Capitole / Carmes,165.6,0
Capitole / Carmes,104.4,0
Côte Pavée / Jolimont,202.8,0
Croix-Daurade / Minimes,74.9,0
Côte Pavée / Jolimont,193.4,0
Borderouge / Bagatelle,45.0,0
Rangueil / Saouzelong,80.1,0
Saint-Cyprien / Empalot,174.0,0
Capitole / Carmes,146.2,1
Capitole / Carmes,238.8,1
Saint-Cyprien / Empalot,1.6,0
Côte Pavée / Jolimont,126.2,0
Côte Pavée / Jolimont,154.1,0
Borderouge / Bagatelle,161.0,0
Borderouge / Bagatelle,10.4,0
Capitole / Carmes,84.7,0
Saint-Cyprien / Empalot,108.2,0
Côte Pavée / Jolimont,200.4,0
Borderouge / Bagatelle,159.6,0
Croix-Daurade / Minimes,105.3,0
Capitole / Carmes,144.5,0
Borderouge / Bagatelle,327.0,0
Rangueil / Saouzelong,285.9,0
Borderouge / Bagatelle,22.8,0
Croix-Daurade / Minimes,88.5,0
Saint-Cyprien / Empalot,27.5,0
Saint-Cyprien / Empalot,145.4,0
Côte Pavée / Jolimont,249.3,0
Borderouge / Bagatelle,287.0,0
Capitole / Carmes,144.6,0
Borderouge / Bagatelle,121.8,0
Capitole / Carmes,136.9,0
Borderouge / Bagatelle,151.3,0
Croix-Daurade / Minimes,139.4,0
Croix-Daurade / Minimes,119.7,0
Saint-Cyprien / Empalot,61.0,0
Capitole / Carmes,88.2,0
Côte Pavée / Jolimont,212.9,0
Saint-Cyprien / Empalot,123.4,0
Rangueil / Saouzelong,50.1,0
Saint-Cyprien / Empalot,155.8,0
Capitole / Carmes,78.4,0
Borderouge / Bagatelle,209.2,0
Côte Pavée / Jolimont,262.5,0
Côte Pavée / Jolimont,81.4,0
Saint-Cyprien / Empalot,300.9,0
Capitole / Carmes,92.0,0
Côte Pavée / Jolimont,193.9,0
Borderouge / Bagatelle,117.2,0
Côte Pavée / Jolimont,278.0,1
Rangueil / Saouzelong,152.5,0
Côte Pavée / Jolimont,85.1,0
Saint-Cyprien / Empalot,56.0,0
Croix-Daurade / Minimes,249.5,0
Rangueil / Saouzelong,143.3,0
Capitole / Carmes,78.4,0
Capitole / Carmes,78.4,0
Capitole / Carmes,78.4,0
Saint-Cyprien / Empalot,9.8,0
Borderouge / Bagatelle,11.0,0
Saint-Cyprien / Empalot,189.6,0
Croix-Daurade / Minimes,83.9,0
Rangueil / Saouzelong,131.3,0
Saint-Cyprien / Empalot,179.9,0
Saint-Cyprien / Empalot,108.5,0
Capitole / Carmes,140.5,0
Saint-Cyprien / Empalot,118.0,0
Saint-Cyprien / Empalot,93.2,1
Saint-Cyprien / Empalot,93.2,1
Borderouge / Bagatelle,61.0,0
Capitole / Carmes,141.8,0
Saint-Cyprien / Empalot,59.1,0
Saint-Cyprien / Empalot,41.1,0
Saint-Cyprien / Empalot,41.1,0
Côte Pavée / Jolimont,138.4,0
Borderouge / Bagatelle,272.1,0
Saint-Cyprien / Empalot,104.6,0
Côte Pavée / Jolimont,166.8,0
Capitole / Carmes,105.9,0
Saint-Cyprien / Empalot,113.1,0
Côte Pavée / Jolimont,218.3,0
Borderouge / Bagatelle,150.7,0
Saint-Cyprien / Empalot,120.7,0
Côte Pavée / Jolimont,156.7,1
Saint-Cyprien / Empalot,202.7,0
Capitole / Carmes,277.8,0
Côte Pavée / Jolimont,79.5,0
Croix-Daurade / Minimes,100.1,0
Capitole / Carmes,67.7,0
Croix-Daurade / Minimes,197.4,0
Capitole / Carmes,17.3,0
Côte Pavée / Jolimont,140.6,0
Borderouge / Bagatelle,57.8,0
Rangueil / Saouzelong,65.8,0
Borderouge / Bagatelle,70.4,0
Rangueil / Saouzelong,161.0,0
Rangueil / Saouzelong,95.5,0
Croix-Daurade / Minimes,180.5,0
Rangueil / Saouzelong,175.0,0
Rangueil / Saouzelong,51.3,0
Saint-Cyprien / Empalot,269.8,0
Croix-Daurade / Minimes,386.2,0
Capitole / Carmes,210.3,0
Rangueil / Saouzelong,216.5,1
Borderouge / Bagatelle,126.7,0
Borderouge / Bagatelle,126.7,0
Rangueil / Saouzelong,112.1,0
Saint-Cyprien / Empalot,125.5,0
Capitole / Carmes,45.9,0
Rangueil / Saouzelong,60.1,0
Croix-Daurade / Minimes,36.8,0
Borderouge / Bagatelle,239.7,0
Croix-Daurade / Minimes,66.2,0
Côte Pavée / Jolimont,298.3,0
Rangueil / Saouzelong,154.0,0
Croix-Daurade / Minimes,163.5,0
Croix-Daurade / Minimes,72.3,0
Rangueil / Saouzelong,175.2,0
Croix-Daurade / Minimes,225.6,0
Borderouge / Bagatelle,174.8,0
Borderouge / Bagatelle,191.2,0
Saint-Cyprien / Empalot,146.8,0
Capitole / Carmes,181.5,0
Côte Pavée / Jolimont,155.8,0
Rangueil / Saouzelong,173.9,0
Rangueil / Saouzelong,39.2,0
Borderouge / Bagatelle,291.1,0
Capitole / Carmes,311.6,0
Rangueil / Saouzelong,93.0,0
Côte Pavée / Jolimont,132.1,0
Côte Pavée / Jolimont,132.1,0
Côte Pavée / Jolimont,132.1,0
Côte Pavée / Jolimont,139.4,0
Côte Pavée / Jolimont,307.4,0
Côte Pavée / Jolimont,83.8,0
Croix-Daurade / Minimes,216.5,0
Croix-Daurade / Minimes,102.5,0
Borderouge / Bagatelle,202.3,0
Saint-Cyprien / Empalot,83.9,0
Côte Pavée / Jolimont,81.6,0
Côte Pavée / Jolimont,148.5,0
Croix-Daurade / Minimes,342.4,1
Capitole / Carmes,36.2,0
Croix-Daurade / Minimes,264.1,0
Côte Pavée / Jolimont,167.6,0
Saint-Cyprien / Empalot,17.5,0
Côte Pavée / Jolimont,105.5,0
Borderouge / Bagatelle,124.9,0
Rangueil / Saouzelong,11.2,0
Côte Pavée / Jolimont,107.4,0
Borderouge / Bagatelle,170.8,0
Borderouge / Bagatelle,339.1,0
Côte Pavée / Jolimont,157.1,0
Côte Pavée / Jolimont,240.5,0
Capitole / Carmes,136.4,0
Saint-Cyprien / Empalot,192.4,0
Rangueil / Saouzelong,111.7,0
Borderouge / Bagatelle,133.9,0
Saint-Cyprien / Empalot,53.6,0
Croix-Daurade / Minimes,59.1,0
Rangueil / Saouzelong,178.1,0
Rangueil / Saouzelong,178.1,0
Saint-Cyprien / Empalot,136.0,0
Saint-Cyprien / Empalot,101.9,0
Capitole / Carmes,74.7,0
Saint-Cyprien / Empalot,73.2,0
Capitole / Carmes,110.7,0
Capitole / Carmes,83.3,0
Capitole / Carmes,83.3,0
Rangueil / Saouzelong,39.5,0
Borderouge / Bagatelle,127.7,0
Côte Pavée / Jolimont,211.0,0
Côte Pavée / Jolimont,151.7,0
Borderouge / Bagatelle,182.1,0
Croix-Daurade / Minimes,138.5,0
Côte Pavée / Jolimont,82.5,0
Borderouge / Bagatelle,138.8,0
Côte Pavée / Jolimont,58.0,0
Borderouge / Bagatelle,165.3,0
Croix-Daurade / Minimes,129.3,0
Capitole / Carmes,293.0,0
Côte Pavée / Jolimont,112.2,0
Borderouge / Bagatelle,191.5,0
Capitole / Carmes,133.9,0
Croix-Daurade / Minimes,146.3,0
Borderouge / Bagatelle,125.3,0
Capitole / Carmes,156.5,0
Rangueil / Saouzelong,66.1,0
Capitole / Carmes,64.9,0
Rangueil / Saouzelong,276.6,0
Borderouge / Bagatelle,79.2,0
Borderouge / Bagatelle,152.1,0
Capitole / Carmes,99.0,0
Rangueil / Saouzelong,151.4,0
Côte Pavée / Jolimont,175.5,0
Borderouge / Bagatelle,299.4,0
Rangueil / Saouzelong,179.9,0
Côte Pavée / Jolimont,167.5,0
Côte Pavée / Jolimont,290.4,1
Rangueil / Saouzelong,27.4,0
Borderouge / Bagatelle,209.5,0
Rangueil / Saouzelong,66.8,0
Côte Pavée / Jolimont,61.4,0
Rangueil / Saouzelong,205.0,0
Capitole / Carmes,256.7,0
Borderouge / Bagatelle,127.7,0
Côte Pavée / Jolimont,181.0,0
Borderouge / Bagatelle,350.1,0
Borderouge / Bagatelle,48.0,0
Rangueil / Saouzelong,178.9,0
Rangueil / Saouzelong,113.5,0
Côte Pavée / Jolimont,66.0,0
Capitole / Carmes,141.2,0
Saint-Cyprien / Empalot,67.7,0
Capitole / Carmes,197.6,0
Saint-Cyprien / Empalot,22.0,0
Saint-Cyprien / Empalot,22.0,0
Saint-Cyprien / Empalot,22.0,0
Saint-Cyprien / Empalot,22.0,0
Saint-Cyprien / Empalot,22.0,0
Capitole / Carmes,86.3,0
Rangueil / Saouzelong,97.3,0
Rangueil / Saouzelong,42.7,1
Croix-Daurade / Minimes,87.5,0
Côte Pavée / Jolimont,76.8,1
Côte Pavée / Jolimont,114.9,0
Croix-Daurade / Minimes,79.4,0
Côte Pavée / Jolimont,323.2,0
Borderouge / Bagatelle,135.5,0
Côte Pavée / Jolimont,160.3,0
Borderouge / Bagatelle,219.3,0
Saint-Cyprien / Empalot,100.9,0
Rangueil / Saouzelong,59.5,0
Borderouge / Bagatelle,349.7,0
Croix-Daurade / Minimes,58.4,0
Rangueil / Saouzelong,66.5,0
Rangueil / Saouzelong,132.1,0
Borderouge / Bagatelle,138.6,0
Borderouge / Bagatelle,9.4,0
Rangueil / Saouzelong,202.9,1
Côte Pavée / Jolimont,100.6,0
Borderouge / Bagatelle,455.2,0
Borderouge / Bagatelle,298.8,0
Côte Pavée / Jolimont,44.7,0
Borderouge / Bagatelle,134.1,0
Saint-Cyprien / Empalot,75.9,0
Rangueil / Saouzelong,226.1,1
Saint-Cyprien / Empalot,81.4,0
Capitole / Carmes,238.5,0
Saint-Cyprien / Empalot,202.2,0
Capitole / Carmes,112.5,0
Capitole / Carmes,112.5,0
Saint-Cyprien / Empalot,49.1,1
Rangueil / Saouzelong,118.8,0
Rangueil / Saouzelong,60.4,0
Borderouge / Bagatelle,79.3,0
Côte Pavée / Jolimont,97.5,0
Rangueil / Saouzelong,193.9,0
Rangueil / Saouzelong,79.9,0
Côte Pavée / Jolimont,372.6,1
Croix-Daurade / Minimes,123.3,0
Rangueil / Saouzelong,224.5,0
Rangueil / Saouzelong,233.7,0
Côte Pavée / Jolimont,103.2,0
Croix-Daurade / Minimes,365.5,0
Saint-Cyprien / Empalot,116.4,0
Croix-Daurade / Minimes,238.6,0
Rangueil / Saouzelong,273.7,0
Borderouge / Bagatelle,70.4,0
Borderouge / Bagatelle,70.4,0
Côte Pavée / Jolimont,121.9,0
Côte Pavée / Jolimont,81.7,0
Capitole / Carmes,200.5,0
Côte Pavée / Jolimont,123.6,0
Saint-Cyprien / Empalot,423.0,0
Borderouge / Bagatelle,154.7,0
Borderouge / Bagatelle,113.5,0
Borderouge / Bagatelle,208.9,0
Rangueil / Saouzelong,190.6,0
Capitole / Carmes,126.0,0
Borderouge / Bagatelle,600.1,0
Capitole / Carmes,112.6,0
Côte Pavée / Jolimont,236.5,1
Capitole / Carmes,149.1,0
Borderouge / Bagatelle,405.8,0
Capitole / Carmes,265.4,1
Capitole / Carmes,265.4,1
Saint-Cyprien / Empalot,186.3,0
Rangueil / Saouzelong,316.5,0
Capitole / Carmes,61.5,0
Rangueil / Saouzelong,51.2,0
Saint-Cyprien / Empalot,203.0,0
Saint-Cyprien / Empalot,86.8,0
Capitole / Carmes,146.4,0
Côte Pavée / Jolimont,113.9,0
Côte Pavée / Jolimont,59.5,0
Capitole / Carmes,84.0,0
Côte Pavée / Jolimont,285.3,0
Croix-Daurade / Minimes,58.8,0
Borderouge / Bagatelle,184.6,0
Capitole / Carmes,101.6,0
Saint-Cyprien / Empalot,218.4,0
Rangueil / Saouzelong,125.3,0
Capitole / Carmes,142.2,0
Rangueil / Saouzelong,227.7,0
Côte Pavée / Jolimont,204.8,0
Borderouge / Bagatelle,48.0,0
Côte Pavée / Jolimont,217.9,0
Côte Pavée / Jolimont,0.6,0
Rangueil / Saouzelong,51.6,0
Capitole / Carmes,142.1,0
Rangueil / Saouzelong,95.1,0
Capitole / Carmes,186.9,0
Borderouge / Bagatelle,194.0,0
Borderouge / Bagatelle,376.3,0
Capitole / Carmes,130.7,0
Borderouge / Bagatelle,83.7,0
Capitole / Carmes,113.1,0
Côte Pavée / Jolimont,114.6,0
Borderouge / Bagatelle,91.1,0
Capitole / Carmes,90.1,0
Rangueil / Saouzelong,239.2,0
Capitole / Carmes,142.2,0
Saint-Cyprien / Empalot,233.7,0
Rangueil / Saouzelong,121.0,0
Borderouge / Bagatelle,140.0,0
Capitole / Carmes,178.0,0
Rangueil / Saouzelong,214.2,1
Rangueil / Saouzelong,210.8,0
Saint-Cyprien / Empalot,103.5,0
Rangueil / Saouzelong,39.5,0
Borderouge / Bagatelle,230.0,0
Saint-Cyprien / Empalot,17.5,0
Rangueil / Saouzelong,136.5,0
Capitole / Carmes,86.9,0
Rangueil / Saouzelong,129.9,0
Rangueil / Saouzelong,119.5,0
Rangueil / Saouzelong,172.1,0
Borderouge / Bagatelle,157.8,1
Rangueil / Saouzelong,182.3,0
Rangueil / Saouzelong,116.1,0
Côte Pavée / Jolimont,298.3,0
Capitole / Carmes,108.3,0
Côte Pavée / Jolimont,66.1,0
Côte Pavée / Jolimont,237.6,0
Capitole / Carmes,235.3,0
Saint-Cyprien / Empalot,126.1,0
Saint-Cyprien / Empalot,126.4,0
Capitole / Carmes,129.3,0
Côte Pavée / Jolimont,50.5,0
Borderouge / Bagatelle,344.2,0
Saint-Cyprien / Empalot,64.0,0
Croix-Daurade / Minimes,76.1,0
Rangueil / Saouzelong,81.4,0
Croix-Daurade / Minimes,312.2,0
Capitole / Carmes,294.0,0
Saint-Cyprien / Empalot,198.5,0
Borderouge / Bagatelle,18.7,0
Croix-Daurade / Minimes,441.8,0
Rangueil / Saouzelong,498.8,0
Croix-Daurade / Minimes,85.2,0
Saint-Cyprien / Empalot,46.9,0
Saint-Cyprien / Empalot,224.8,0
Saint-Cyprien / Empalot,224.8,0
Rangueil / Saouzelong,176.6,0
Capitole / Carmes,41.7,0
Rangueil / Saouzelong,14.6,0
Borderouge / Bagatelle,101.2,0
Côte Pavée / Jolimont,11.7,0
Rangueil / Saouzelong,69.4,0
Croix-Daurade / Minimes,296.2,0
Borderouge / Bagatelle,49.1,0
Rangueil / Saouzelong,264.6,0
Capitole / Carmes,150.6,0
Capitole / Carmes,153.1,0
Rangueil / Saouzelong,102.2,0
Capitole / Carmes,29.7,0
Saint-Cyprien / Empalot,233.7,0
Rangueil / Saouzelong,111.2,0
Borderouge / Bagatelle,76.2,0
Côte Pavée / Jolimont,99.2,0
Capitole / Carmes,214.0,0
Capitole / Carmes,28.2,0
Rangueil / Saouzelong,129.7,0
Rangueil / Saouzelong,344.2,0
Capitole / Carmes,146.0,0
Rangueil / Saouzelong,182.3,0
Rangueil / Saouzelong,190.6,0
Saint-Cyprien / Empalot,248.6,0
Côte Pavée / Jolimont,13.2,0
Croix-Daurade / Minimes,421.3,0
Côte Pavée / Jolimont,382.9,0
Borderouge / Bagatelle,90.4,0
Saint-Cyprien / Empalot,144.7,0
Côte Pavée / Jolimont,109.5,0
Borderouge / Bagatelle,18.7,0
Côte Pavée / Jolimont,141.1,0
Capitole / Carmes,130.3,0
Côte Pavée / Jolimont,270.6,0
Croix-Daurade / Minimes,119.9,0
Capitole / Carmes,114.2,0
Rangueil / Saouzelong,178.8,0
Borderouge / Bagatelle,243.6,0
Côte Pavée / Jolimont,336.3,0
Rangueil / Saouzelong,45.4,1
Borderouge / Bagatelle,117.8,0
Saint-Cyprien / Empalot,102.6,0
Côte Pavée / Jolimont,44.6,0
Côte Pavée / Jolimont,119.0,0
Capitole / Carmes,153.4,0
Capitole / Carmes,37.9,0
Rangueil / Saouzelong,132.8,0
Rangueil / Saouzelong,132.8,0
Côte Pavée / Jolimont,105.5,0
Borderouge / Bagatelle,54.3,0
Borderouge / Bagatelle,100.1,0
Borderouge / Bagatelle,321.3,0
Côte Pavée / Jolimont,78.9,0
Côte Pavée / Jolimont,179.4,0
Capitole / Carmes,85.1,0
Borderouge / Bagatelle,36.9,1
Borderouge / Bagatelle,36.9,1
Borderouge / Bagatelle,36.9,1
Borderouge / Bagatelle,36.9,1
Borderouge / Bagatelle,36.9,1
Croix-Daurade / Minimes,205.1,0
Borderouge / Bagatelle,159.8,0
Capitole / Carmes,144.8,0
Capitole / Carmes,167.6,0
Borderouge / Bagatelle,120.8,0
Borderouge / Bagatelle,420.6,0
Croix-Daurade / Minimes,181.1,0
Rangueil / Saouzelong,122.7,0
Côte Pavée / Jolimont,104.5,0
Rangueil / Saouzelong,69.8,0
Rangueil / Saouzelong,85.2,0
Capitole / Carmes,66.7,0
Rangueil / Saouzelong,18.8,0
Côte Pavée / Jolimont,125.9,0
Saint-Cyprien / Empalot,62.1,0
Rangueil / Saouzelong,31.8,0
Capitole / Carmes,16.7,1
Borderouge / Bagatelle,273.4,0
Saint-Cyprien / Empalot,165.6,0
Côte Pavée / Jolimont,59.9,0
Capitole / Carmes,84.5,0
Borderouge / Bagatelle,156.4,0
Capitole / Carmes,213.8,0
Côte Pavée / Jolimont,77.3,0
Capitole / Carmes,201.8,0
Côte Pavée / Jolimont,168.4,0
Capitole / Carmes,154.3,1
Croix-Daurade / Minimes,164.5,0
Capitole / Carmes,234.1,0
Capitole / Carmes,234.1,0
Capitole / Carmes,290.2,0
Rangueil / Saouzelong,160.4,0
Rangueil / Saouzelong,72.5,0
Saint-Cyprien / Empalot,55.8,0
Capitole / Carmes,101.4,0
Côte Pavée / Jolimont,75.0,0
Borderouge / Bagatelle,82.4,0
Borderouge / Bagatelle,123.8,0
Côte Pavée / Jolimont,335.8,0
Capitole / Carmes,149.1,0
Rangueil / Saouzelong,130.5,0
Côte Pavée / Jolimont,192.4,0
Croix-Daurade / Minimes,48.5,0
Capitole / Carmes,24.1,0
Saint-Cyprien / Empalot,324.8,0
Borderouge / Bagatelle,142.1,0
Borderouge / Bagatelle,424.1,0
Côte Pavée / Jolimont,242.8,0
Capitole / Carmes,111.4,0
Capitole / Carmes,111.4,0
Rangueil / Saouzelong,135.8,0
Rangueil / Saouzelong,234.8,0
Borderouge / Bagatelle,109.7,0
Croix-Daurade / Minimes,76.5,0
Rangueil / Saouzelong,154.4,0
Croix-Daurade / Minimes,265.9,0
Rangueil / Saouzelong,123.2,0
Capitole / Carmes,71.1,0
Capitole / Carmes,91.5,0
Saint-Cyprien / Empalot,233.2,0
Côte Pavée / Jolimont,205.1,0
Borderouge / Bagatelle,60.4,0
Borderouge / Bagatelle,390.7,0
Borderouge / Bagatelle,35.0,0
Capitole / Carmes,33.9,0
Capitole / Carmes,210.0,0
Capitole / Carmes,239.2,0
Rangueil / Saouzelong,134.8,0
Capitole / Carmes,198.2,0
Saint-Cyprien / Empalot,3.8,0
Borderouge / Bagatelle,290.5,0
Rangueil / Saouzelong,19.2,0
Capitole / Carmes,68.3,0
Borderouge / Bagatelle,157.5,0
Côte Pavée / Jolimont,198.7,0
Saint-Cyprien / Empalot,125.8,0
Côte Pavée / Jolimont,111.7,0
Borderouge / Bagatelle,178.4,0
Capitole / Carmes,42.5,1
Côte Pavée / Jolimont,171.5,0
Croix-Daurade / Minimes,334.8,0
Côte Pavée / Jolimont,107.1,0
Capitole / Carmes,38.0,0
Rangueil / Saouzelong,136.1,0
Rangueil / Saouzelong,136.1,0
Croix-Daurade / Minimes,114.5,0
Saint-Cyprien / Empalot,44.3,0
Borderouge / Bagatelle,121.9,0
Côte Pavée / Jolimont,298.3,0
Saint-Cyprien / Empalot,297.5,0
Croix-Daurade / Minimes,119.9,0
Borderouge / Bagatelle,473.6,0
Rangueil / Saouzelong,41.9,0
Borderouge / Bagatelle,169.2,0
Côte Pavée / Jolimont,115.4,0
Borderouge / Bagatelle,54.7,0
Côte Pavée / Jolimont,69.3,0
Côte Pavée / Jolimont,195.3,0
Borderouge / Bagatelle,84.5,0
Capitole / Carmes,159.8,0
Capitole / Carmes,55.1,0
Saint-Cyprien / Empalot,106.5,0
Borderouge / Bagatelle,70.0,0
Capitole / Carmes,17.1,0
Borderouge / Bagatelle,58.2,0
Rangueil / Saouzelong,91.5,0
Saint-Cyprien / Empalot,84.6,0
Rangueil / Saouzelong,156.3,0
Capitole / Carmes,78.6,0
Rangueil / Saouzelong,182.1,0
Saint-Cyprien / Empalot,26.5,0
Côte Pavée / Jolimont,146.5,0
Rangueil / Saouzelong,115.5,0
Côte Pavée / Jolimont,18.5,0
Capitole / Carmes,308.2,0
Saint-Cyprien / Empalot,146.0,0
Côte Pavée / Jolimont,387.2,1
Rangueil / Saouzelong,216.4,0
Capitole / Carmes,204.5,0
Rangueil / Saouzelong,149.0,1
Côte Pavée / Jolimont,181.4,0
Côte Pavée / Jolimont,113.6,0
Saint-Cyprien / Empalot,174.1,0
Rangueil / Saouzelong,133.4,0
Saint-Cyprien / Empalot,42.2,0
Rangueil / Saouzelong,109.6,0
Borderouge / Bagatelle,287.1,0
Capitole / Carmes,114.6,0
Capitole / Carmes,170.1,0
Rangueil / Saouzelong,32.9,0
Rangueil / Saouzelong,214.4,0
Capitole / Carmes,180.7,1
Capitole / Carmes,272.9,0
Rangueil / Saouzelong,16.8,0
Borderouge / Bagatelle,288.3,0
Saint-Cyprien / Empalot,17.1,0
Capitole / Carmes,37.7,0
Borderouge / Bagatelle,137.0,0
Capitole / Carmes,117.9,0
Borderouge / Bagatelle,100.2,0
Borderouge / Bagatelle,127.7,0
Saint-Cyprien / Empalot,94.3,0
Côte Pavée / Jolimont,15.8,0
Capitole / Carmes,50.6,0
Rangueil / Saouzelong,61.6,0
Rangueil / Saouzelong,48.9,0
Saint-Cyprien / Empalot,17.5,0
Borderouge / Bagatelle,139.4,0
Borderouge / Bagatelle,310.9,0
Côte Pavée / Jolimont,45.3,0
Rangueil / Saouzelong,203.2,0
Rangueil / Saouzelong,124.1,0
Rangueil / Saouzelong,180.2,0
Borderouge / Bagatelle,376.0,0
Rangueil / Saouzelong,137.9,0
Côte Pavée / Jolimont,40.4,0
Rangueil / Saouzelong,150.0,0
Rangueil / Saouzelong,177.6,0
Borderouge / Bagatelle,311.2,0
Saint-Cyprien / Empalot,165.6,0
Rangueil / Saouzelong,212.6,0
Saint-Cyprien / Empalot,165.4,0
Borderouge / Bagatelle,186.5,0
Borderouge / Bagatelle,18.8,0
Croix-Daurade / Minimes,159.4,0
Borderouge / Bagatelle,248.2,0
Borderouge / Bagatelle,136.7,0
Borderouge / Bagatelle,164.0,0
Borderouge / Bagatelle,164.0,0
Côte Pavée / Jolimont,181.4,0
Borderouge / Bagatelle,210.6,0
Capitole / Carmes,98.0,1
Croix-Daurade / Minimes,217.3,0
Borderouge / Bagatelle,101.6,0
Côte Pavée / Jolimont,194.7,0
Capitole / Carmes,239.0,0
Saint-Cyprien / Empalot,98.2,0
Rangueil / Saouzelong,172.1,0
Rangueil / Saouzelong,198.1,0
Côte Pavée / Jolimont,43.8,0
Borderouge / Bagatelle,223.9,0
Saint-Cyprien / Empalot,171.6,1
Croix-Daurade / Minimes,259.1,0
Capitole / Carmes,141.8,0
Rangueil / Saouzelong,282.5,0
Croix-Daurade / Minimes,153.6,0
Rangueil / Saouzelong,131.7,0
Saint-Cyprien / Empalot,195.5,0
Croix-Daurade / Minimes,64.8,0
Capitole / Carmes,232.3,0
Rangueil / Saouzelong,116.1,0
Borderouge / Bagatelle,47.8,0
Capitole / Carmes,117.9,0
Rangueil / Saouzelong,121.2,0
Côte Pavée / Jolimont,82.6,0
Côte Pavée / Jolimont,64.2,0
Saint-Cyprien / Empalot,225.7,1
Côte Pavée / Jolimont,92.1,0
Borderouge / Bagatelle,120.4,0
Rangueil / Saouzelong,134.5,0
Saint-Cyprien / Empalot,26.7,0
Rangueil / Saouzelong,240.7,0
Capitole / Carmes,238.5,0
Croix-Daurade / Minimes,147.0,0
Borderouge / Bagatelle,136.1,1
Saint-Cyprien / Empalot,118.8,0
Borderouge / Bagatelle,96.0,0
Borderouge / Bagatelle,208.9,0
Capitole / Carmes,157.8,0
Capitole / Carmes,45.9,0
Rangueil / Saouzelong,175.0,0
Croix-Daurade / Minimes,124.8,1
Borderouge / Bagatelle,59.2,0
Croix-Daurade / Minimes,137.6,0
Côte Pavée / Jolimont,140.9,0
Rangueil / Saouzelong,165.9,0
Capitole / Carmes,88.0,0
Saint-Cyprien / Empalot,157.4,0
Capitole / Carmes,121.1,0
Saint-Cyprien / Empalot,30.2,0
Côte Pavée / Jolimont,189.3,0
Croix-Daurade / Minimes,93.0,1
Côte Pavée / Jolimont,233.8,0
Croix-Daurade / Minimes,230.0,0
Côte Pavée / Jolimont,254.6,0
Saint-Cyprien / Empalot,106.5,0
Croix-Daurade / Minimes,96.3,0
Côte Pavée / Jolimont,148.0,0
Rangueil / Saouzelong,157.2,0
Côte Pavée / Jolimont,87.0,0
Borderouge / Bagatelle,260.3,0
Capitole / Carmes,167.2,0
Borderouge / Bagatelle,61.6,0
Rangueil / Saouzelong,121.2,0
Croix-Daurade / Minimes,98.9,0
Capitole / Carmes,143.5,0
Côte Pavée / Jolimont,166.0,0
Capitole / Carmes,171.1,0
Côte Pavée / Jolimont,41.0,0
Côte Pavée / Jolimont,207.2,0
Borderouge / Bagatelle,14.5,0
Capitole / Carmes,129.9,0
Saint-Cyprien / Empalot,165.6,0
Côte Pavée / Jolimont,205.4,0
Côte Pavée / Jolimont,205.4,0
Côte Pavée / Jolimont,205.4,0
Côte Pavée / Jolimont,205.4,0
Croix-Daurade / Minimes,34.9,0
Rangueil / Saouzelong,114.0,0
Côte Pavée / Jolimont,76.5,0
Borderouge / Bagatelle,94.3,0
Saint-Cyprien / Empalot,35.8,0
Capitole / Carmes,265.4,0
Rangueil / Saouzelong,176.6,0
Borderouge / Bagatelle,143.0,0
Saint-Cyprien / Empalot,223.8,0
Rangueil / Saouzelong,134.3,0
Borderouge / Bagatelle,304.7,0
Capitole / Carmes,213.1,0
Saint-Cyprien / Empalot,51.9,0
Borderouge / Bagatelle,63.7,0
Capitole / Carmes,101.3,0
Borderouge / Bagatelle,121.9,0
Saint-Cyprien / Empalot,151.4,0
Saint-Cyprien / Empalot,232.4,0
Saint-Cyprien / Empalot,176.6,0
Borderouge / Bagatelle,131.7,0
Capitole / Carmes,308.2,1
Croix-Daurade / Minimes,169.6,0
Saint-Cyprien / Empalot,90.2,0
Saint-Cyprien / Empalot,24.5,0
Borderouge / Bagatelle,124.3,0
Rangueil / Saouzelong,266.2,0
Borderouge / Bagatelle,144.2,0
Saint-Cyprien / Empalot,37.0,0
Croix-Daurade / Minimes,61.7,0
Capitole / Carmes,67.7,0
Rangueil / Saouzelong,80.1,0
Saint-Cyprien / Empalot,43.1,0
Capitole / Carmes,200.6,0
Capitole / Carmes,87.9,0
Côte Pavée / Jolimont,317.6,0
Saint-Cyprien / Empalot,171.6,1
Capitole / Carmes,84.1,0
Côte Pavée / Jolimont,159.4,0
Rangueil / Saouzelong,35.7,0
Saint-Cyprien / Empalot,290.7,0
Côte Pavée / Jolimont,245.9,0
Capitole / Carmes,138.9,0
Rangueil / Saouzelong,122.1,0
Borderouge / Bagatelle,75.2,0
Côte Pavée / Jolimont,98.6,0
Borderouge / Bagatelle,99.5,0
